nb_visites,nb_views,nb_addtocarts,nb_transactions,cat_top_vus,cat_top_mis_panier,cat_top_vendus
401,386.0,11.0,4.0,1,0,0
163,153.0,6.0,4.0,0,0,0
101,89.0,8.0,4.0,0,0,0
137,128.0,5.0,4.0,0,0,0
54,46.0,4.0,4.0,0,0,0
26,18.0,4.0,4.0,0,0,0
191,179.0,8.0,4.0,0,0,0
187,179.0,4.0,4.0,0,0,0
170,160.0,6.0,4.0,0,0,0
190,176.0,10.0,4.0,0,0,0
107,91.0,12.0,4.0,0,0,0
93,84.0,5.0,4.0,0,0,0
148,137.0,7.0,4.0,0,0,0
44,36.0,4.0,4.0,0,0,0
487,451.0,32.0,4.0,1,1,0
173,155.0,14.0,4.0,0,1,0
30,22.0,4.0,4.0,0,0,0
190,180.0,6.0,4.0,0,0,0
230,215.0,11.0,4.0,0,0,0
47,39.0,4.0,4.0,0,0,0
55,44.0,7.0,4.0,0,0,0
317,302.0,11.0,4.0,1,0,0
251,243.0,4.0,4.0,0,0,0
77,69.0,4.0,4.0,0,0,0
39,27.0,8.0,4.0,0,0,0
388,362.0,22.0,4.0,1,1,0
137,124.0,9.0,4.0,0,0,0
175,167.0,4.0,4.0,0,0,0
75,68.0,3.0,4.0,0,0,0
127,113.0,10.0,4.0,0,0,0
198,183.0,11.0,4.0,0,0,0
208,197.0,7.0,4.0,0,0,0
28,14.0,10.0,4.0,0,0,0
77,64.0,9.0,4.0,0,0,0
98,89.0,5.0,4.0,0,0,0
177,166.0,7.0,4.0,0,0,0
237,226.0,7.0,4.0,0,0,0
98,88.0,6.0,4.0,0,0,0
139,125.0,10.0,4.0,0,0,0
47,32.0,11.0,4.0,0,0,0
79,71.0,4.0,4.0,0,0,0
66,57.0,5.0,4.0,0,0,0
158,147.0,7.0,4.0,0,0,0
106,94.0,8.0,4.0,0,0,0
52,42.0,6.0,4.0,0,0,0
288,269.0,15.0,4.0,0,1,0
94,85.0,5.0,4.0,0,0,0
17,7.0,6.0,4.0,0,0,0
57,49.0,4.0,4.0,0,0,0
117,106.0,7.0,4.0,0,0,0
264,248.0,12.0,4.0,0,0,0
69,61.0,4.0,4.0,0,0,0
160,148.0,8.0,4.0,0,0,0
284,263.0,17.0,4.0,0,1,0
95,80.0,11.0,4.0,0,0,0
100,92.0,4.0,4.0,0,0,0
159,134.0,21.0,4.0,0,1,0
18,10.0,4.0,4.0,0,0,0
515,496.0,15.0,4.0,1,1,0
108,98.0,6.0,4.0,0,0,0
31,23.0,4.0,4.0,0,0,0
245,231.0,10.0,4.0,0,0,0
103,92.0,7.0,4.0,0,0,0
131,114.0,13.0,4.0,0,0,0
81,73.0,4.0,4.0,0,0,0
398,385.0,9.0,4.0,1,0,0
96,87.0,5.0,4.0,0,0,0
107,98.0,5.0,4.0,0,0,0
334,316.0,14.0,4.0,1,1,0
52,41.0,7.0,4.0,0,0,0
88,76.0,8.0,4.0,0,0,0
85,77.0,4.0,4.0,0,0,0
149,138.0,7.0,4.0,0,0,0
48,39.0,5.0,4.0,0,0,0
66,53.0,9.0,4.0,0,0,0
60,47.0,9.0,4.0,0,0,0
146,122.0,20.0,4.0,0,1,0
134,114.0,16.0,4.0,0,1,0
59,48.0,7.0,4.0,0,0,0
110,96.0,10.0,4.0,0,0,0
52,43.0,5.0,4.0,0,0,0
85,71.0,10.0,4.0,0,0,0
129,119.0,6.0,4.0,0,0,0
72,62.0,6.0,4.0,0,0,0
378,362.0,12.0,4.0,1,0,0
122,112.0,6.0,4.0,0,0,0
245,228.0,13.0,4.0,0,0,0
66,57.0,5.0,4.0,0,0,0
187,170.0,13.0,4.0,0,0,0
311,292.0,15.0,4.0,0,1,0
272,254.0,14.0,4.0,0,1,0
89,77.0,8.0,4.0,0,0,0
84,73.0,7.0,4.0,0,0,0
135,122.0,9.0,4.0,0,0,0
66,56.0,6.0,4.0,0,0,0
27,13.0,10.0,4.0,0,0,0
198,182.0,12.0,4.0,0,0,0
249,238.0,7.0,4.0,0,0,0
347,326.0,17.0,4.0,1,1,0
83,74.0,5.0,4.0,0,0,0
101,91.0,6.0,4.0,0,0,0
313,286.0,23.0,4.0,0,1,0
297,283.0,10.0,4.0,0,0,0
178,170.0,4.0,4.0,0,0,0
48,40.0,4.0,4.0,0,0,0
106,95.0,7.0,4.0,0,0,0
200,185.0,11.0,4.0,0,0,0
313,302.0,7.0,4.0,1,0,0
180,162.0,14.0,4.0,0,1,0
64,56.0,4.0,4.0,0,0,0
70,61.0,5.0,4.0,0,0,0
141,130.0,7.0,4.0,0,0,0
162,152.0,6.0,4.0,0,0,0
127,107.0,16.0,4.0,0,1,0
121,112.0,5.0,4.0,0,0,0
73,62.0,7.0,4.0,0,0,0
86,72.0,10.0,4.0,0,0,0
89,82.0,3.0,4.0,0,0,0
223,207.0,12.0,4.0,0,0,0
203,190.0,9.0,4.0,0,0,0
194,181.0,9.0,4.0,0,0,0
232,218.0,10.0,4.0,0,0,0
81,70.0,7.0,4.0,0,0,0
117,107.0,6.0,4.0,0,0,0
181,167.0,10.0,4.0,0,0,0
83,73.0,6.0,4.0,0,0,0
47,39.0,4.0,4.0,0,0,0
130,119.0,7.0,4.0,0,0,0
279,262.0,13.0,4.0,0,0,0
73,62.0,7.0,4.0,0,0,0
118,109.0,5.0,4.0,0,0,0
54,45.0,5.0,4.0,0,0,0
77,70.0,3.0,4.0,0,0,0
55,42.0,9.0,4.0,0,0,0
72,64.0,4.0,4.0,0,0,0
82,73.0,5.0,4.0,0,0,0
56,47.0,5.0,4.0,0,0,0
117,102.0,11.0,4.0,0,0,0
164,153.0,7.0,4.0,0,0,0
93,84.0,5.0,4.0,0,0,0
108,96.0,8.0,4.0,0,0,0
180,171.0,5.0,4.0,0,0,0
111,102.0,5.0,4.0,0,0,0
228,200.0,24.0,4.0,0,1,0
165,155.0,6.0,4.0,0,0,0
58,44.0,10.0,4.0,0,0,0
278,261.0,13.0,4.0,0,0,0
252,231.0,17.0,4.0,0,1,0
251,238.0,9.0,4.0,0,0,0
552,534.0,14.0,4.0,1,1,0
109,101.0,4.0,4.0,0,0,0
88,81.0,3.0,4.0,0,0,0
148,139.0,5.0,4.0,0,0,0
121,111.0,6.0,4.0,0,0,0
143,128.0,11.0,4.0,0,0,0
144,133.0,7.0,4.0,0,0,0
206,190.0,12.0,4.0,0,0,0
44,36.0,4.0,4.0,0,0,0
132,121.0,7.0,4.0,0,0,0
107,95.0,8.0,4.0,0,0,0
128,116.0,8.0,4.0,0,0,0
69,34.0,31.0,4.0,0,1,0
98,84.0,10.0,4.0,0,0,0
70,60.0,6.0,4.0,0,0,0
141,132.0,5.0,4.0,0,0,0
118,107.0,7.0,4.0,0,0,0
78,70.0,4.0,4.0,0,0,0
119,107.0,8.0,4.0,0,0,0
139,129.0,6.0,4.0,0,0,0
118,105.0,9.0,4.0,0,0,0
135,123.0,8.0,4.0,0,0,0
180,162.0,14.0,4.0,0,1,0
162,149.0,9.0,4.0,0,0,0
198,187.0,7.0,4.0,0,0,0
56,44.0,8.0,4.0,0,0,0
232,216.0,12.0,4.0,0,0,0
121,111.0,6.0,4.0,0,0,0
114,102.0,8.0,4.0,0,0,0
60,50.0,6.0,4.0,0,0,0
244,199.0,41.0,4.0,0,1,0
68,59.0,5.0,4.0,0,0,0
473,436.0,33.0,4.0,1,1,0
143,124.0,15.0,4.0,0,1,0
127,114.0,9.0,4.0,0,0,0
28,19.0,5.0,4.0,0,0,0
78,69.0,5.0,4.0,0,0,0
269,248.0,17.0,4.0,0,1,0
29,22.0,3.0,4.0,0,0,0
36,26.0,6.0,4.0,0,0,0
147,135.0,8.0,4.0,0,0,0
245,229.0,12.0,4.0,0,0,0
59,50.0,5.0,4.0,0,0,0
41,34.0,3.0,4.0,0,0,0
51,42.0,5.0,4.0,0,0,0
59,52.0,3.0,4.0,0,0,0
203,184.0,15.0,4.0,0,1,0
98,89.0,5.0,4.0,0,0,0
186,168.0,14.0,4.0,0,1,0
80,67.0,9.0,4.0,0,0,0
63,54.0,5.0,4.0,0,0,0
168,157.0,7.0,4.0,0,0,0
62,46.0,12.0,4.0,0,0,0
108,100.0,4.0,4.0,0,0,0
645,610.0,31.0,4.0,1,1,0
104,86.0,14.0,4.0,0,1,0
352,331.0,17.0,4.0,1,1,0
150,139.0,7.0,4.0,0,0,0
170,159.0,7.0,4.0,0,0,0
410,395.0,11.0,4.0,1,0,0
28,20.0,4.0,4.0,0,0,0
367,338.0,25.0,4.0,1,1,0
192,184.0,4.0,4.0,0,0,0
321,271.0,46.0,4.0,0,1,0
110,100.0,6.0,4.0,0,0,0
94,79.0,11.0,4.0,0,0,0
118,105.0,9.0,4.0,0,0,0
114,105.0,5.0,4.0,0,0,0
120,110.0,6.0,4.0,0,0,0
53,42.0,7.0,4.0,0,0,0
160,148.0,8.0,4.0,0,0,0
165,150.0,11.0,4.0,0,0,0
57,45.0,8.0,4.0,0,0,0
77,68.0,5.0,4.0,0,0,0
215,194.0,17.0,4.0,0,1,0
88,78.0,6.0,4.0,0,0,0
79,69.0,6.0,4.0,0,0,0
340,320.0,16.0,4.0,1,1,0
534,507.0,23.0,4.0,1,1,0
48,40.0,4.0,4.0,0,0,0
212,194.0,14.0,4.0,0,1,0
111,102.0,5.0,4.0,0,0,0
256,248.0,4.0,4.0,0,0,0
125,113.0,8.0,4.0,0,0,0
39,21.0,14.0,4.0,0,1,0
252,227.0,21.0,4.0,0,1,0
116,106.0,6.0,4.0,0,0,0
246,236.0,6.0,4.0,0,0,0
97,86.0,7.0,4.0,0,0,0
78,67.0,7.0,4.0,0,0,0
18,9.0,5.0,4.0,0,0,0
71,59.0,8.0,4.0,0,0,0
87,79.0,4.0,4.0,0,0,0
530,509.0,17.0,4.0,1,1,0
96,87.0,5.0,4.0,0,0,0
127,116.0,7.0,4.0,0,0,0
61,50.0,7.0,4.0,0,0,0
13,9.0,0.0,4.0,0,0,0
58,47.0,7.0,4.0,0,0,0
59,49.0,6.0,4.0,0,0,0
167,152.0,11.0,4.0,0,0,0
157,144.0,9.0,4.0,0,0,0
26,10.0,12.0,4.0,0,0,0
153,140.0,9.0,4.0,0,0,0
18,10.0,4.0,4.0,0,0,0
255,240.0,11.0,4.0,0,0,0
57,49.0,4.0,4.0,0,0,0
69,57.0,8.0,4.0,0,0,0
63,54.0,5.0,4.0,0,0,0
168,157.0,7.0,4.0,0,0,0
9,5.0,0.0,4.0,0,0,0
178,169.0,5.0,4.0,0,0,0
148,133.0,11.0,4.0,0,0,0
632,616.0,12.0,4.0,1,0,0
90,81.0,5.0,4.0,0,0,0
45,36.0,5.0,4.0,0,0,0
207,198.0,5.0,4.0,0,0,0
250,237.0,9.0,4.0,0,0,0
185,176.0,5.0,4.0,0,0,0
45,37.0,4.0,4.0,0,0,0
69,61.0,4.0,4.0,0,0,0
45,29.0,12.0,4.0,0,0,0
61,55.0,2.0,4.0,0,0,0
150,135.0,11.0,4.0,0,0,0
318,299.0,15.0,4.0,1,1,0
253,236.0,13.0,4.0,0,0,0
107,94.0,9.0,4.0,0,0,0
209,196.0,9.0,4.0,0,0,0
140,126.0,10.0,4.0,0,0,0
44,35.0,5.0,4.0,0,0,0
195,180.0,11.0,4.0,0,0,0
98,90.0,4.0,4.0,0,0,0
251,240.0,7.0,4.0,0,0,0
74,63.0,7.0,4.0,0,0,0
82,68.0,10.0,4.0,0,0,0
141,129.0,8.0,4.0,0,0,0
98,85.0,9.0,4.0,0,0,0
91,82.0,5.0,4.0,0,0,0
29,17.0,8.0,4.0,0,0,0
151,141.0,6.0,4.0,0,0,0
59,45.0,10.0,4.0,0,0,0
116,104.0,8.0,4.0,0,0,0
360,347.0,9.0,4.0,1,0,0
43,32.0,7.0,4.0,0,0,0
116,107.0,5.0,4.0,0,0,0
174,163.0,7.0,4.0,0,0,0
92,81.0,7.0,4.0,0,0,0
80,69.0,7.0,4.0,0,0,0
227,216.0,7.0,4.0,0,0,0
368,356.0,8.0,4.0,1,0,0
180,163.0,13.0,4.0,0,0,0
171,160.0,7.0,4.0,0,0,0
137,127.0,6.0,4.0,0,0,0
62,49.0,9.0,4.0,0,0,0
302,281.0,17.0,4.0,0,1,0
140,127.0,9.0,4.0,0,0,0
299,287.0,8.0,4.0,0,0,0
93,82.0,7.0,4.0,0,0,0
315,289.0,22.0,4.0,0,1,0
