sum_time_second,sum_time_minute,sum_time_hour
462.279,8.0,0.13
0.0,0.0,0.0
209.274,3.0,0.06
235.565,4.0,0.07
3246.503,54.0,0.9
931.364,16.0,0.26
117.062,2.0,0.03
7895.163,132.0,2.19
9808.19,163.0,2.72
50.846,1.0,0.01
594.12,10.0,0.17
18279.278,305.0,5.08
18725.933,312.0,5.2
241.428,4.0,0.07
3725.75,62.0,1.03
512.234,9.0,0.14
480.241,8.0,0.13
1269.874,21.0,0.35
230.067,4.0,0.06
273.097,5.0,0.08
86389.677,1440.0,24.0
642.712,11.0,0.18
138.987,2.0,0.04
2008.285,33.0,0.56
1723.745,29.0,0.48
715.596,12.0,0.2
1115.229,19.0,0.31
5823.545,97.0,1.62
1687.64,28.0,0.47
378.366,6.0,0.11
566.922,9.0,0.16
13475.82,225.0,3.74
108.009,2.0,0.03
953.736,16.0,0.26
1056.137,18.0,0.29
735.935,12.0,0.2
76.975,1.0,0.02
84720.172,1412.0,23.53
109.021,2.0,0.03
455.908,8.0,0.13
242.713,4.0,0.07
198.856,3.0,0.06
5437.028,91.0,1.51
4087.051,68.0,1.14
173.541,3.0,0.05
568.648,9.0,0.16
174.875,3.0,0.05
6241.647,104.0,1.73
157.149,3.0,0.04
19600.23,327.0,5.44
1979.604,33.0,0.55
201.53,3.0,0.06
4716.026,79.0,1.31
472.409,8.0,0.13
15029.421,250.0,4.17
1093.105,18.0,0.3
3150.625,53.0,0.88
192.206,3.0,0.05
362.959,6.0,0.1
817.774,14.0,0.23
164.758,3.0,0.05
463.966,8.0,0.13
194.064,3.0,0.05
81005.23,1350.0,22.5
372.787,6.0,0.1
788.968,13.0,0.22
460.882,8.0,0.13
80577.73,1343.0,22.38
336.639,6.0,0.09
94.62,2.0,0.03
274.972,5.0,0.08
1535.772,26.0,0.43
324.3,5.0,0.09
249.86,4.0,0.07
209.726,3.0,0.06
248.046,4.0,0.07
1956.489,33.0,0.54
113.958,2.0,0.03
334.272,6.0,0.09
1881.83,31.0,0.52
529.65,9.0,0.15
5599.774,93.0,1.56
84990.441,1417.0,23.61
6082.136,101.0,1.69
1123.247,19.0,0.31
1062.142,18.0,0.3
490.201,8.0,0.14
30925.014,515.0,8.59
102.56,2.0,0.03
159.304,3.0,0.04
812.589,14.0,0.23
465.175,8.0,0.13
296.833,5.0,0.08
300.941,5.0,0.08
20376.263,340.0,5.66
443.118,7.0,0.12
7328.179,122.0,2.04
175.137,3.0,0.05
754.825,13.0,0.21
5268.696,88.0,1.46
1735.964,29.0,0.48
527.848,9.0,0.15
199.682,3.0,0.06
27353.197,456.0,7.6
2357.433,39.0,0.65
7710.84,129.0,2.14
143.088,2.0,0.04
1029.644,17.0,0.29
60.335,1.0,0.02
384.783,6.0,0.11
4375.823,73.0,1.22
281.066,5.0,0.08
641.488,11.0,0.18
187.362,3.0,0.05
43422.484,724.0,12.06
117.023,2.0,0.03
262.804,4.0,0.07
564.805,9.0,0.16
39250.196,654.0,10.9
444.549,7.0,0.12
16.326,0.0,0.0
774.688,13.0,0.22
5308.827,88.0,1.47
470.425,8.0,0.13
166.43,3.0,0.05
84.417,1.0,0.02
1586.16,26.0,0.44
216.69,4.0,0.06
196.059,3.0,0.05
340.201,6.0,0.09
438.502,7.0,0.12
560.094,9.0,0.16
237.079,4.0,0.07
33.495,1.0,0.01
221.544,4.0,0.06
322.238,5.0,0.09
443.593,7.0,0.12
4856.646,81.0,1.35
11811.814,197.0,3.28
3785.666,63.0,1.05
244.661,4.0,0.07
1068.7,18.0,0.3
152.159,3.0,0.04
1754.915,29.0,0.49
213.096,4.0,0.06
231.286,4.0,0.06
4835.603,81.0,1.34
978.501,16.0,0.27
199.066,3.0,0.06
142.19,2.0,0.04
628.544,10.0,0.17
387.702,6.0,0.11
1642.661,27.0,0.46
4464.932,74.0,1.24
159.012,3.0,0.04
82.687,1.0,0.02
206.071,3.0,0.06
83412.341,1390.0,23.17
155.318,3.0,0.04
793.461,13.0,0.22
217.573,4.0,0.06
463.157,8.0,0.13
83.732,1.0,0.02
413.053,7.0,0.11
4208.825,70.0,1.17
563.818,9.0,0.16
546.436,9.0,0.15
309.943,5.0,0.09
749.763,12.0,0.21
1073.259,18.0,0.3
140.492,2.0,0.04
240.846,4.0,0.07
110.948,2.0,0.03
268.349,4.0,0.07
1842.406,31.0,0.51
102.271,2.0,0.03
298.266,5.0,0.08
1550.307,26.0,0.43
288.081,5.0,0.08
766.053,13.0,0.21
1170.131,20.0,0.33
1098.891,18.0,0.31
1047.282,17.0,0.29
2967.145,49.0,0.82
1691.374,28.0,0.47
241.922,4.0,0.07
109.235,2.0,0.03
1250.557,21.0,0.35
6680.537,111.0,1.86
73308.361,1222.0,20.36
479.881,8.0,0.13
4095.101,68.0,1.14
98.237,2.0,0.03
671.974,11.0,0.19
374.378,6.0,0.1
7081.056,118.0,1.97
44.067,1.0,0.01
130.052,2.0,0.04
2450.027,41.0,0.68
244.297,4.0,0.07
1360.388,23.0,0.38
105.02,2.0,0.03
54813.225,914.0,15.23
107.676,2.0,0.03
277.816,5.0,0.08
150.213,3.0,0.04
109.792,2.0,0.03
258.589,4.0,0.07
341.462,6.0,0.09
24815.361,414.0,6.89
2014.446,34.0,0.56
174.891,3.0,0.05
776.821,13.0,0.22
60.89,1.0,0.02
224.195,4.0,0.06
283.069,5.0,0.08
251.336,4.0,0.07
2676.399,45.0,0.74
1120.003,19.0,0.31
329.326,5.0,0.09
167.351,3.0,0.05
2860.545,48.0,0.79
74226.589,1237.0,20.62
68.539,1.0,0.02
76502.468,1275.0,21.25
302.706,5.0,0.08
516.207,9.0,0.14
339.11,6.0,0.09
452.129,8.0,0.13
245.999,4.0,0.07
181.326,3.0,0.05
180.201,3.0,0.05
189.461,3.0,0.05
1103.203,18.0,0.31
8335.885,139.0,2.32
298.027,5.0,0.08
190.824,3.0,0.05
990.216,17.0,0.28
633.639,11.0,0.18
871.31,15.0,0.24
85.144,1.0,0.02
132.949,2.0,0.04
197.31,3.0,0.05
138.095,2.0,0.04
234.862,4.0,0.07
305.38,5.0,0.08
277.132,5.0,0.08
85.02,1.0,0.02
174.328,3.0,0.05
1293.886,22.0,0.36
341.017,6.0,0.09
1781.581,30.0,0.49
29157.098,486.0,8.1
1206.664,20.0,0.34
326.564,5.0,0.09
120.076,2.0,0.03
575.979,10.0,0.16
278.515,5.0,0.08
229.832,4.0,0.06
277.075,5.0,0.08
69972.766,1166.0,19.44
355.378,6.0,0.1
638.21,11.0,0.18
194.903,3.0,0.05
1108.949,18.0,0.31
3429.65,57.0,0.95
1037.157,17.0,0.29
4038.995,67.0,1.12
32268.44,538.0,8.96
171.281,3.0,0.05
873.779,15.0,0.24
3401.709,57.0,0.94
558.414,9.0,0.16
2154.355,36.0,0.6
417.807,7.0,0.12
1316.999,22.0,0.37
291.564,5.0,0.08
530.165,9.0,0.15
125.616,2.0,0.03
321.26,5.0,0.09
484.406,8.0,0.13
73.779,1.0,0.02
147.505,2.0,0.04
81555.008,1359.0,22.65
413.236,7.0,0.11
1312.422,22.0,0.36
573.933,10.0,0.16
423.566,7.0,0.12
2883.311,48.0,0.8
39073.982,651.0,10.85
203.286,3.0,0.06
58.954,1.0,0.02
25568.958,426.0,7.1
513.818,9.0,0.14
269.581,4.0,0.07
445.401,7.0,0.12
285.361,5.0,0.08
713.949,12.0,0.2
194.205,3.0,0.05
1154.051,19.0,0.32
8034.957,134.0,2.23
398.339,7.0,0.11
84.831,1.0,0.02
224.516,4.0,0.06
593.494,10.0,0.16
518.574,9.0,0.14
150.879,3.0,0.04
69889.176,1165.0,19.41
108.851,2.0,0.03
49.959,1.0,0.01
660.38,11.0,0.18
1320.816,22.0,0.37
285.306,5.0,0.08
324.818,5.0,0.09
113.335,2.0,0.03
338.54,6.0,0.09
251.713,4.0,0.07
170.95,3.0,0.05
81.981,1.0,0.02
638.594,11.0,0.18
139.467,2.0,0.04
477.913,8.0,0.13
81740.995,1362.0,22.71
1563.039,26.0,0.43
433.378,7.0,0.12
1209.301,20.0,0.34
9636.771,161.0,2.68
2077.898,35.0,0.58
116.14,2.0,0.03
380.174,6.0,0.11
222.439,4.0,0.06
2340.613,39.0,0.65
69658.757,1161.0,19.35
663.415,11.0,0.18
2923.446,49.0,0.81
169.094,3.0,0.05
199.556,3.0,0.06
243.049,4.0,0.07
403.198,7.0,0.11
15631.992,261.0,4.34
425.638,7.0,0.12
0.0,0.0,0.0
1891.709,32.0,0.53
225.153,4.0,0.06
31040.195,517.0,8.62
56.618,1.0,0.02
0.0,0.0,0.0
112.251,2.0,0.03
56661.34,944.0,15.74
252.103,4.0,0.07
156.587,3.0,0.04
1261.674,21.0,0.35
1677.874,28.0,0.47
454.675,8.0,0.13
414.353,7.0,0.12
291.23,5.0,0.08
231.457,4.0,0.06
187.124,3.0,0.05
312.46,5.0,0.09
9146.0,152.0,2.54
535.755,9.0,0.15
936.954,16.0,0.26
103.446,2.0,0.03
20576.221,343.0,5.72
7277.951,121.0,2.02
2405.827,40.0,0.67
557.798,9.0,0.15
105.707,2.0,0.03
1208.96,20.0,0.34
1670.484,28.0,0.46
1031.935,17.0,0.29
448.128,7.0,0.12
818.073,14.0,0.23
647.83,11.0,0.18
52513.725,875.0,14.59
320.611,5.0,0.09
547.095,9.0,0.15
215.271,4.0,0.06
301.243,5.0,0.08
72594.894,1210.0,20.17
341.558,6.0,0.09
134.967,2.0,0.04
94.593,2.0,0.03
1306.678,22.0,0.36
335.662,6.0,0.09
206.711,3.0,0.06
209.174,3.0,0.06
584.696,10.0,0.16
139.061,2.0,0.04
866.425,14.0,0.24
2310.791,39.0,0.64
1554.763,26.0,0.43
5274.663,88.0,1.47
413.932,7.0,0.11
182.719,3.0,0.05
278.552,5.0,0.08
246.682,4.0,0.07
147.952,2.0,0.04
135.425,2.0,0.04
400.813,7.0,0.11
619.373,10.0,0.17
1305.933,22.0,0.36
1345.938,22.0,0.37
437.129,7.0,0.12
2039.339,34.0,0.57
535.73,9.0,0.15
1229.609,20.0,0.34
526.743,9.0,0.15
292.831,5.0,0.08
150.151,3.0,0.04
1469.293,24.0,0.41
1130.822,19.0,0.31
5505.293,92.0,1.53
477.272,8.0,0.13
473.708,8.0,0.13
2379.643,40.0,0.66
11333.333,189.0,3.15
202.85,3.0,0.06
69611.717,1160.0,19.34
204.256,3.0,0.06
2575.355,43.0,0.72
170.308,3.0,0.05
122.535,2.0,0.03
169.256,3.0,0.05
3069.68,51.0,0.85
36741.996,612.0,10.21
208.369,3.0,0.06
201.674,3.0,0.06
256.372,4.0,0.07
21511.023,359.0,5.98
225.839,4.0,0.06
201.067,3.0,0.06
302.645,5.0,0.08
1468.951,24.0,0.41
376.446,6.0,0.1
267.184,4.0,0.07
110.103,2.0,0.03
261.361,4.0,0.07
89.084,1.0,0.02
271.199,5.0,0.08
214.307,4.0,0.06
494.06,8.0,0.14
2835.491,47.0,0.79
85.07,1.0,0.02
393.435,7.0,0.11
1875.978,31.0,0.52
343.135,6.0,0.1
154.877,3.0,0.04
1129.2,19.0,0.31
123.48,2.0,0.03
18257.61,304.0,5.07
139.533,2.0,0.04
3263.16,54.0,0.91
192.372,3.0,0.05
426.626,7.0,0.12
182.396,3.0,0.05
4427.602,74.0,1.23
46.108,1.0,0.01
217.052,4.0,0.06
90.229,2.0,0.03
1487.72,25.0,0.41
4932.503,82.0,1.37
1220.803,20.0,0.34
210.784,4.0,0.06
1903.059,32.0,0.53
60870.811,1015.0,16.91
446.278,7.0,0.12
308.311,5.0,0.09
523.445,9.0,0.15
493.968,8.0,0.14
142.525,2.0,0.04
532.647,9.0,0.15
2007.367,33.0,0.56
7330.945,122.0,2.04
368.51,6.0,0.1
84.358,1.0,0.02
291.97,5.0,0.08
872.064,15.0,0.24
1153.853,19.0,0.32
667.144,11.0,0.19
79434.95,1324.0,22.07
318.359,5.0,0.09
1888.219,31.0,0.52
512.104,9.0,0.14
5504.552,92.0,1.53
442.65,7.0,0.12
264.805,4.0,0.07
98.469,2.0,0.03
147.354,2.0,0.04
108.698,2.0,0.03
2661.743,44.0,0.74
142.57,2.0,0.04
550.83,9.0,0.15
205.311,3.0,0.06
33562.325,559.0,9.32
10015.461,167.0,2.78
203.692,3.0,0.06
84139.499,1402.0,23.37
430.539,7.0,0.12
67480.93,1125.0,18.74
207.05,3.0,0.06
8811.853,147.0,2.45
6522.813,109.0,1.81
128.988,2.0,0.04
69.601,1.0,0.02
250.054,4.0,0.07
72.976,1.0,0.02
248.701,4.0,0.07
3446.445,57.0,0.96
578.167,10.0,0.16
1105.776,18.0,0.31
223.013,4.0,0.06
165.233,3.0,0.05
2245.544,37.0,0.62
408.825,7.0,0.11
248.812,4.0,0.07
182.692,3.0,0.05
1152.81,19.0,0.32
429.627,7.0,0.12
24505.021,408.0,6.81
68.46,1.0,0.02
638.938,11.0,0.18
220.767,4.0,0.06
380.922,6.0,0.11
400.436,7.0,0.11
189.687,3.0,0.05
190.887,3.0,0.05
516.62,9.0,0.14
1123.347,19.0,0.31
197.58,3.0,0.05
377.782,6.0,0.1
171.017,3.0,0.05
231.612,4.0,0.06
624.764,10.0,0.17
74.141,1.0,0.02
1234.432,21.0,0.34
265.217,4.0,0.07
700.165,12.0,0.19
1012.843,17.0,0.28
401.956,7.0,0.11
459.69,8.0,0.13
92.195,2.0,0.03
764.293,13.0,0.21
213.226,4.0,0.06
589.122,10.0,0.16
299.954,5.0,0.08
64859.484,1081.0,18.02
994.99,17.0,0.28
222.526,4.0,0.06
711.902,12.0,0.2
128.445,2.0,0.04
191.08,3.0,0.05
967.554,16.0,0.27
74525.789,1242.0,20.7
376.216,6.0,0.1
81773.738,1363.0,22.71
1660.639,28.0,0.46
375.474,6.0,0.1
85845.39,1431.0,23.85
911.332,15.0,0.25
191.968,3.0,0.05
201.444,3.0,0.06
190.121,3.0,0.05
983.656,16.0,0.27
2763.083,46.0,0.77
700.8,12.0,0.19
203.801,3.0,0.06
511.477,9.0,0.14
1133.661,19.0,0.31
479.302,8.0,0.13
6833.847,114.0,1.9
198.528,3.0,0.06
294.953,5.0,0.08
7169.546,119.0,1.99
448.414,7.0,0.12
212.62,4.0,0.06
1191.322,20.0,0.33
224.175,4.0,0.06
976.444,16.0,0.27
4282.358,71.0,1.19
224.206,4.0,0.06
1932.692,32.0,0.54
4929.523,82.0,1.37
418.011,7.0,0.12
27077.12,451.0,7.52
279.999,5.0,0.08
2405.149,40.0,0.67
75069.461,1251.0,20.85
122.592,2.0,0.03
248.138,4.0,0.07
450.998,8.0,0.13
180.563,3.0,0.05
378.865,6.0,0.11
258.772,4.0,0.07
148.782,2.0,0.04
1077.038,18.0,0.3
359.385,6.0,0.1
792.469,13.0,0.22
34475.978,575.0,9.58
165.174,3.0,0.05
130.158,2.0,0.04
169.445,3.0,0.05
1980.499,33.0,0.55
85145.008,1419.0,23.65
84.129,1.0,0.02
282.613,5.0,0.08
254.89,4.0,0.07
340.422,6.0,0.09
595.973,10.0,0.17
76.959,1.0,0.02
4306.87,72.0,1.2
1412.398,24.0,0.39
1770.985,30.0,0.49
1042.979,17.0,0.29
468.831,8.0,0.13
164.455,3.0,0.05
3890.579,65.0,1.08
142.518,2.0,0.04
175.741,3.0,0.05
18167.917,303.0,5.05
151.067,3.0,0.04
199.937,3.0,0.06
908.235,15.0,0.25
829.491,14.0,0.23
16039.037,267.0,4.46
266.73,4.0,0.07
138.733,2.0,0.04
784.009,13.0,0.22
0.0,0.0,0.0
159.34,3.0,0.04
3182.652,53.0,0.88
714.786,12.0,0.2
399.149,7.0,0.11
178.871,3.0,0.05
195.853,3.0,0.05
2243.858,37.0,0.62
122.798,2.0,0.03
19728.9,329.0,5.48
0.0,0.0,0.0
210.211,4.0,0.06
379.865,6.0,0.11
132.957,2.0,0.04
445.864,7.0,0.12
4143.743,69.0,1.15
86.654,1.0,0.02
485.699,8.0,0.13
260.002,4.0,0.07
211.43,4.0,0.06
2986.144,50.0,0.83
457.102,8.0,0.13
6266.394,104.0,1.74
1120.126,19.0,0.31
361.069,6.0,0.1
171.382,3.0,0.05
208.782,3.0,0.06
27.184,0.0,0.01
117.768,2.0,0.03
76.736,1.0,0.02
645.358,11.0,0.18
295.195,5.0,0.08
8480.494,141.0,2.36
576.914,10.0,0.16
873.43,15.0,0.24
185.135,3.0,0.05
1620.12,27.0,0.45
164.464,3.0,0.05
1555.687,26.0,0.43
185.53,3.0,0.05
180.895,3.0,0.05
232.912,4.0,0.06
380.979,6.0,0.11
231.268,4.0,0.06
204.564,3.0,0.06
11418.541,190.0,3.17
2102.085,35.0,0.58
111.04,2.0,0.03
0.0,0.0,0.0
570.831,10.0,0.16
79.159,1.0,0.02
808.861,13.0,0.22
285.991,5.0,0.08
466.632,8.0,0.13
348.17,6.0,0.1
384.581,6.0,0.11
829.398,14.0,0.23
366.495,6.0,0.1
137.603,2.0,0.04
138.933,2.0,0.04
16465.141,274.0,4.57
1021.627,17.0,0.28
22504.119,375.0,6.25
110.9,2.0,0.03
299.496,5.0,0.08
174.15,3.0,0.05
587.097,10.0,0.16
101.806,2.0,0.03
867.559,14.0,0.24
1211.821,20.0,0.34
487.213,8.0,0.14
25.935,0.0,0.01
564.993,9.0,0.16
3160.907,53.0,0.88
195.633,3.0,0.05
223.926,4.0,0.06
448.702,7.0,0.12
508.773,8.0,0.14
0.0,0.0,0.0
581.346,10.0,0.16
100.852,2.0,0.03
110.573,2.0,0.03
2128.773,35.0,0.59
724.178,12.0,0.2
598.677,10.0,0.17
2416.682,40.0,0.67
115.833,2.0,0.03
435.914,7.0,0.12
135.389,2.0,0.04
908.67,15.0,0.25
2780.887,46.0,0.77
31612.883,527.0,8.78
0.0,0.0,0.0
875.463,15.0,0.24
367.31,6.0,0.1
1036.964,17.0,0.29
215.193,4.0,0.06
178.511,3.0,0.05
455.548,8.0,0.13
629.264,10.0,0.17
1261.845,21.0,0.35
352.921,6.0,0.1
422.908,7.0,0.12
1997.337,33.0,0.55
4920.102,82.0,1.37
226.097,4.0,0.06
110.197,2.0,0.03
604.552,10.0,0.17
3802.865,63.0,1.06
245.868,4.0,0.07
1336.014,22.0,0.37
85.497,1.0,0.02
1891.216,32.0,0.53
5558.375,93.0,1.54
519.568,9.0,0.14
418.913,7.0,0.12
252.38,4.0,0.07
397.589,7.0,0.11
326.659,5.0,0.09
238.532,4.0,0.07
590.289,10.0,0.16
12014.579,200.0,3.34
306.823,5.0,0.09
151.968,3.0,0.04
4077.382,68.0,1.13
279.09,5.0,0.08
36859.364,614.0,10.24
55.354,1.0,0.02
823.675,14.0,0.23
3952.99,66.0,1.1
208.128,3.0,0.06
260.154,4.0,0.07
257.467,4.0,0.07
1125.039,19.0,0.31
118.197,2.0,0.03
1493.346,25.0,0.41
475.928,8.0,0.13
0.0,0.0,0.0
1017.692,17.0,0.28
6583.274,110.0,1.83
338.914,6.0,0.09
471.678,8.0,0.13
4868.714,81.0,1.35
440.985,7.0,0.12
25692.861,428.0,7.14
109.431,2.0,0.03
449.61,7.0,0.12
611.514,10.0,0.17
83407.228,1390.0,23.17
374.346,6.0,0.1
1511.524,25.0,0.42
472.105,8.0,0.13
9608.493,160.0,2.67
220.682,4.0,0.06
308.145,5.0,0.09
346.541,6.0,0.1
8947.175,149.0,2.49
1243.672,21.0,0.35
34.266,1.0,0.01
122.17,2.0,0.03
283.161,5.0,0.08
89.26,1.0,0.02
84905.907,1415.0,23.58
181.072,3.0,0.05
502.33,8.0,0.14
201.498,3.0,0.06
73.394,1.0,0.02
273.35,5.0,0.08
175.633,3.0,0.05
217.6,4.0,0.06
284.204,5.0,0.08
104.673,2.0,0.03
6443.217,107.0,1.79
23278.238,388.0,6.47
802.421,13.0,0.22
23.639,0.0,0.01
1256.536,21.0,0.35
453.126,8.0,0.13
355.417,6.0,0.1
130.842,2.0,0.04
261.95,4.0,0.07
762.851,13.0,0.21
616.479,10.0,0.17
766.157,13.0,0.21
574.857,10.0,0.16
55870.702,931.0,15.52
214.408,4.0,0.06
717.372,12.0,0.2
40751.85,679.0,11.32
92.946,2.0,0.03
115.409,2.0,0.03
1422.709,24.0,0.4
440.963,7.0,0.12
24800.549,413.0,6.89
0.0,0.0,0.0
128.95,2.0,0.04
355.098,6.0,0.1
110.637,2.0,0.03
967.389,16.0,0.27
1474.535,25.0,0.41
1567.451,26.0,0.44
0.0,0.0,0.0
0.032,0.0,0.0
765.55,13.0,0.21
479.133,8.0,0.13
5151.889,86.0,1.43
619.665,10.0,0.17
318.742,5.0,0.09
550.184,9.0,0.15
330.518,6.0,0.09
162.215,3.0,0.05
245.344,4.0,0.07
598.783,10.0,0.17
23950.87,399.0,6.65
2097.146,35.0,0.58
255.376,4.0,0.07
143.576,2.0,0.04
201.189,3.0,0.06
1306.779,22.0,0.36
2788.003,46.0,0.77
1291.168,22.0,0.36
234.707,4.0,0.07
80196.02,1337.0,22.28
358.52,6.0,0.1
1651.052,28.0,0.46
956.429,16.0,0.27
3044.002,51.0,0.85
966.216,16.0,0.27
3382.611,56.0,0.94
1558.153,26.0,0.43
503.264,8.0,0.14
475.54,8.0,0.13
318.724,5.0,0.09
0.0,0.0,0.0
212.451,4.0,0.06
1045.137,17.0,0.29
143.333,2.0,0.04
622.049,10.0,0.17
113.981,2.0,0.03
213.033,4.0,0.06
203.675,3.0,0.06
3181.913,53.0,0.88
3130.568,52.0,0.87
114.375,2.0,0.03
3887.382,65.0,1.08
65.249,1.0,0.02
565.598,9.0,0.16
765.138,13.0,0.21
1071.141,18.0,0.3
227.194,4.0,0.06
2089.466,35.0,0.58
670.456,11.0,0.19
22101.236,368.0,6.14
70201.518,1170.0,19.5
111.978,2.0,0.03
1136.552,19.0,0.32
223.752,4.0,0.06
408.929,7.0,0.11
304.317,5.0,0.08
2209.134,37.0,0.61
3628.44,60.0,1.01
27425.992,457.0,7.62
851.196,14.0,0.24
2851.228,48.0,0.79
14125.844,235.0,3.92
152.675,3.0,0.04
417.895,7.0,0.12
445.782,7.0,0.12
269.918,4.0,0.07
1406.644,23.0,0.39
394.008,7.0,0.11
3836.469,64.0,1.07
490.916,8.0,0.14
135.403,2.0,0.04
477.276,8.0,0.13
445.76,7.0,0.12
333.341,6.0,0.09
160.339,3.0,0.04
63.293,1.0,0.02
5516.397,92.0,1.53
1542.617,26.0,0.43
145.046,2.0,0.04
178.292,3.0,0.05
573.974,10.0,0.16
0.0,0.0,0.0
69310.087,1155.0,19.25
1761.583,29.0,0.49
241.136,4.0,0.07
27327.965,455.0,7.59
11739.724,196.0,3.26
261.958,4.0,0.07
235.928,4.0,0.07
687.005,11.0,0.19
3470.432,58.0,0.96
4779.201,80.0,1.33
55624.711,927.0,15.45
152.051,3.0,0.04
7729.641,129.0,2.15
71020.077,1184.0,19.73
1496.717,25.0,0.42
575.076,10.0,0.16
217.845,4.0,0.06
114.693,2.0,0.03
1128.451,19.0,0.31
2510.579,42.0,0.7
157.694,3.0,0.04
0.0,0.0,0.0
4275.968,71.0,1.19
901.345,15.0,0.25
3693.771,62.0,1.03
189.488,3.0,0.05
115.105,2.0,0.03
1919.745,32.0,0.53
191.457,3.0,0.05
93.664,2.0,0.03
7297.093,122.0,2.03
293.865,5.0,0.08
110.617,2.0,0.03
1484.436,25.0,0.41
1033.635,17.0,0.29
1392.199,23.0,0.39
171.351,3.0,0.05
545.689,9.0,0.15
680.174,11.0,0.19
695.929,12.0,0.19
313.285,5.0,0.09
155.194,3.0,0.04
965.764,16.0,0.27
2750.587,46.0,0.76
2237.276,37.0,0.62
694.978,12.0,0.19
146.947,2.0,0.04
875.764,15.0,0.24
199.224,3.0,0.06
1560.298,26.0,0.43
366.643,6.0,0.1
10606.771,177.0,2.95
7719.601,129.0,2.14
8985.819,150.0,2.5
182.479,3.0,0.05
838.103,14.0,0.23
2606.165,43.0,0.72
708.491,12.0,0.2
433.765,7.0,0.12
125.465,2.0,0.03
1776.689,30.0,0.49
368.007,6.0,0.1
267.723,4.0,0.07
79328.912,1322.0,22.04
246.536,4.0,0.07
378.635,6.0,0.11
220.98,4.0,0.06
325.916,5.0,0.09
50.572,1.0,0.01
28237.244,471.0,7.84
890.901,15.0,0.25
1615.975,27.0,0.45
478.735,8.0,0.13
867.858,14.0,0.24
362.694,6.0,0.1
136.388,2.0,0.04
1090.033,18.0,0.3
290.883,5.0,0.08
12652.998,211.0,3.51
2579.817,43.0,0.72
47824.287,797.0,13.28
51678.322,861.0,14.36
180.367,3.0,0.05
228.07,4.0,0.06
100.058,2.0,0.03
11599.077,193.0,3.22
23736.368,396.0,6.59
2669.683,44.0,0.74
111.096,2.0,0.03
6854.572,114.0,1.9
299.113,5.0,0.08
288.15,5.0,0.08
710.164,12.0,0.2
334.358,6.0,0.09
208.193,3.0,0.06
316.071,5.0,0.09
29346.248,489.0,8.15
27219.038,454.0,7.56
779.337,13.0,0.22
2346.078,39.0,0.65
24258.785,404.0,6.74
25528.128,425.0,7.09
243.538,4.0,0.07
558.893,9.0,0.16
354.447,6.0,0.1
169.737,3.0,0.05
199.137,3.0,0.06
258.617,4.0,0.07
2405.871,40.0,0.67
4977.877,83.0,1.38
7757.893,129.0,2.15
1190.093,20.0,0.33
730.579,12.0,0.2
1868.036,31.0,0.52
451.939,8.0,0.13
744.704,12.0,0.21
56827.803,947.0,15.79
2339.083,39.0,0.65
452.228,8.0,0.13
293.857,5.0,0.08
994.305,17.0,0.28
766.11,13.0,0.21
1139.674,19.0,0.32
407.894,7.0,0.11
285.497,5.0,0.08
7221.182,120.0,2.01
213.382,4.0,0.06
11557.06,193.0,3.21
181.04,3.0,0.05
578.072,10.0,0.16
2362.596,39.0,0.66
19519.95,325.0,5.42
299.394,5.0,0.08
134.259,2.0,0.04
301.057,5.0,0.08
550.189,9.0,0.15
2619.254,44.0,0.73
84777.072,1413.0,23.55
303.832,5.0,0.08
230.239,4.0,0.06
2165.397,36.0,0.6
700.281,12.0,0.19
6820.202,114.0,1.89
49.775,1.0,0.01
125.613,2.0,0.03
441.469,7.0,0.12
601.864,10.0,0.17
752.649,13.0,0.21
101.103,2.0,0.03
1001.996,17.0,0.28
600.445,10.0,0.17
223.732,4.0,0.06
391.075,7.0,0.11
1261.535,21.0,0.35
737.888,12.0,0.2
340.914,6.0,0.09
128.538,2.0,0.04
894.913,15.0,0.25
5933.922,99.0,1.65
558.267,9.0,0.16
3615.281,60.0,1.0
1812.705,30.0,0.5
2983.552,50.0,0.83
9971.969,166.0,2.77
4781.007,80.0,1.33
152.087,3.0,0.04
403.901,7.0,0.11
1575.778,26.0,0.44
161.446,3.0,0.04
219.742,4.0,0.06
436.91,7.0,0.12
2697.862,45.0,0.75
363.474,6.0,0.1
77.942,1.0,0.02
121.637,2.0,0.03
308.724,5.0,0.09
156.836,3.0,0.04
5111.293,85.0,1.42
358.403,6.0,0.1
576.254,10.0,0.16
492.195,8.0,0.14
104.242,2.0,0.03
217.851,4.0,0.06
143.466,2.0,0.04
677.16,11.0,0.19
286.812,5.0,0.08
419.444,7.0,0.12
613.394,10.0,0.17
573.676,10.0,0.16
169.58,3.0,0.05
25.642,0.0,0.01
157.57,3.0,0.04
2084.955,35.0,0.58
675.493,11.0,0.19
2574.8,43.0,0.72
2845.495,47.0,0.79
86.326,1.0,0.02
123.345,2.0,0.03
1105.934,18.0,0.31
1128.376,19.0,0.31
154.094,3.0,0.04
863.928,14.0,0.24
191.463,3.0,0.05
4721.979,79.0,1.31
531.298,9.0,0.15
276.033,5.0,0.08
274.594,5.0,0.08
396.503,7.0,0.11
499.745,8.0,0.14
637.666,11.0,0.18
197.884,3.0,0.05
253.989,4.0,0.07
1481.821,25.0,0.41
91.252,2.0,0.03
417.839,7.0,0.12
3264.358,54.0,0.91
651.73,11.0,0.18
1028.701,17.0,0.29
